,Æ¯ÇãÁ¦¸ñ,Æ¯ÇãÄÚµå,Àû¿ë±¹°¡,Inventor,assignee,google patent link,Ãâ¿ø³¯Â¥,pdf link,ÀÎ¿ëÈ½¼ö
13385,Fuel cell system and method for controlling fuel cell system,EP3057165B1,"WO, EP, US, CN, JP, CA",,"Nissan Motor Co., Ltd",https://patents.google.com/patent/EP3057165B1/en,2018-09-12,https://patentimages.storage.googleapis.com/c5/16/2d/4dff837689a7c6/EP3057165B1.pdf,2
13386,"Joining method with self-piercing rivet, and self-piercing rivet joining apparatus",JP2006043769A,JP,,Nissan Motor Co Ltd,https://patents.google.com/patent/JP2006043769A/en,2006-02-16,https://patentimages.storage.googleapis.com/93/b3/7f/3a1cb5351811c1/JP2006043769A.pdf,2
13387,Torque response control apparatus for electric motor of vehicle,CN102892618B,"WO, EP, US, CN, JP",,ìí?í»??ñ»ãÒ?Þä,https://patents.google.com/patent/CN102892618B/en,2015-05-13,https://patentimages.storage.googleapis.com/b1/26/19/222c9718c99984/CN102892618B.pdf,2
13388,Vehicle control device and vehicle control method,CN104428184A,"WO, EP, US, CN, JP",,ìí?í»??ñ»ãÒ?Þä,https://patents.google.com/patent/CN104428184A/en,2015-03-18,https://patentimages.storage.googleapis.com/92/2c/02/14bcfbc7b1be89/CN104428184A.pdf,5
13389,Driving assistance method and device,CN108475472A,"WO, EP, US, CN, JP, KR, BR, CA, MX, RU",,ìí?í»??ñ»ãÒ?Þä,https://patents.google.com/patent/CN108475472A/en,2018-08-31,https://patentimages.storage.googleapis.com/20/da/fd/59abb1693bcf69/CN108475472A.pdf,10
13390,The control method and travel controlling system of travel controlling system,CN107924623A,"WO, EP, US, CN, JP, KR, BR, CA, MX, RU",,ìí?í»??ñ»ãÒ?Þä,https://patents.google.com/patent/CN107924623A/en,2018-04-17,https://patentimages.storage.googleapis.com/a3/98/d3/b80f7c8b079672/CN107924623A.pdf,9
13391,Method and system of assisting a driver of a vehicle,US10457327B2,"WO, US",,"Nissan North America, Inc.",https://patents.google.com/patent/US10457327B2/en,2019-10-29,https://patentimages.storage.googleapis.com/19/15/35/d9ce56a8881e6c/US10457327.pdf,31
13392,Self-position estimation unit and self-position method of estimation,CN107615201A,"WO, EP, US, CN, JP, KR, BR, CA, MX, RU",,ìí?í»??ñ»ãÒ?Þä,https://patents.google.com/patent/CN107615201A/en,2018-01-19,https://patentimages.storage.googleapis.com/a8/9c/6e/da9b47019405cb/CN107615201A.pdf,8
13393,Abnormal-period automatic shift control apparatus of automated manual transmission,EP2063151B1,"EP, US",,"Nissan Motor Co., Ltd.",https://patents.google.com/patent/EP2063151B1/en,2013-01-30,https://patentimages.storage.googleapis.com/8d/d3/30/3ff3e7db7e0f08/EP2063151B1.pdf,8
13394,Control device for automatic transmissi,CN101994821B,"EP, US, CN, JP, KR",,Ê¥÷åÊ¦ñ»ãÒ?Þä,https://patents.google.com/patent/CN101994821B/en,2015-05-06,https://patentimages.storage.googleapis.com/0b/d9/4a/318080fcbef6da/CN101994821B.pdf,8
13395,Local location computation device and local location computation method,EP3113150B1,"WO, EP, US, CN, JP, MX, RU",,"Nissan Motor Co., Ltd",https://patents.google.com/patent/EP3113150B1/en,2018-06-27,https://patentimages.storage.googleapis.com/05/84/44/2596935d501a4d/EP3113150B1.pdf,8
13396,"Vehicle acoustic control device, and vehicle acoustic control method",EP2991387A1,"WO, EP, US, CN, JP",,"Nissan Motor Co., Ltd",https://patents.google.com/patent/EP2991387A1/en,2016-03-02,https://patentimages.storage.googleapis.com/cf/41/88/b2495ec5f9f3cc/EP2991387A1.pdf,8
13397,Driving assistance method and device,EP3407328A1,"WO, EP, US, CN, JP, KR, BR, CA, MX, RU",,"Nissan Motor Co., Ltd.",https://patents.google.com/patent/EP3407328A1/en,2018-11-28,https://patentimages.storage.googleapis.com/41/3b/cc/7ff4b9b1097749/EP3407328A1.pdf,8
13398,Power supply control apparatus and method thereof,US10305371B2,"WO, EP, US, CN, JP, KR, BR, CA, MX, RU",,"Nissan Motor Co., Ltd.",https://patents.google.com/patent/US10305371B2/en,2019-05-28,https://patentimages.storage.googleapis.com/3b/3b/ad/8b6700265dea09/US10305371.pdf,16
13399,Driving support device and driving support method,JP2009134496A,JP,,Nissan Motor Co Ltd,https://patents.google.com/patent/JP2009134496A/en,2009-06-18,https://patentimages.storage.googleapis.com/9a/d3/b4/d1458cf920fafd/JP2009134496A.pdf,16
13400,"Vehicle control device, and vehicle control method",CN106574670A,"WO, EP, US, CN, JP",,ìí?í»??ñ»ãÒ?Þä,https://patents.google.com/patent/CN106574670A/en,2017-04-19,https://patentimages.storage.googleapis.com/91/f2/ee/0319f816f41f44/CN106574670A.pdf,4
13401,"
  Motor vehicle device for preventing lane departur",DE102004019896A1,"US, JP, DE",,"Nissan Motor Co., Ltd., Yokohama",https://patents.google.com/patent/DE102004019896A1/en,2004-11-25,https://patentimages.storage.googleapis.com/09/93/14/52fde593e1a8ef/DE102004019896A1.pdf,4
13402,Vehicle shift control device,CN104254718A,"WO, EP, US, CN, JP",,ìí?í»??ñ»ãÒ?Þä,https://patents.google.com/patent/CN104254718A/en,2014-12-31,https://patentimages.storage.googleapis.com/92/e1/24/bf057f74bc2b53/CN104254718A.pdf,3
13403,Hybrid vehicle control device,CN104884323A,"WO, US, CN, JP",,ìí?í»??ñ»ãÒ?Þä,https://patents.google.com/patent/CN104884323A/en,2015-09-02,https://patentimages.storage.googleapis.com/56/1a/32/92298f5d91a0ed/CN104884323A.pdf,5
13404,Distance and object based external notification system for automated hailing service,US10796174B2,"WO, EP, US, CN",,"Nissan North America, Inc.",https://patents.google.com/patent/US10796174B2/en,2020-10-06,https://patentimages.storage.googleapis.com/bc/bd/72/caff811359a272/US10796174.pdf,22
13405,Method and system of assisting a driver of a vehicle,US10272946B2,"WO, US",,"Nissan North America, Inc.",https://patents.google.com/patent/US10272946B2/en,2019-04-30,https://patentimages.storage.googleapis.com/c4/82/0e/d93ff76bb2d6ad/US10272946.pdf,13
13406,Installing structure for rotary electric machinery of automotive vehicle,CN1509915A,"US, CN, JP",,ìí?í»??ñ»ãÒ?Þä,https://patents.google.com/patent/CN1509915A/en,2004-07-07,https://patentimages.storage.googleapis.com/89/6a/be/d8179227606b23/CN1509915A.pdf,13
13407,Autonomous Vehicles and a Mobility Manager as a Traffic Monit,US20210035442A1,US,,"Nissan North America, Inc.",https://patents.google.com/patent/US20210035442A1/en,2021-02-04,https://patentimages.storage.googleapis.com/eb/1b/08/5962a30973de0c/US20210035442A1.pdf,13
13408,Control device for transmission mechanism and control method for same,CN102713366B,"WO, EP, US, CN, JP, KR, BR, MX, RU",,Ê¥÷åÊ¦ñ»ãÒ?Þä,https://patents.google.com/patent/CN102713366B/en,2014-12-17,https://patentimages.storage.googleapis.com/24/94/b5/b23336d0420e9c/CN102713366B.pdf,3
13409,Driving support device and driving support method,JP2009134496A,JP,,Nissan Motor Co Ltd,https://patents.google.com/patent/JP2009134496A/en,2009-06-18,https://patentimages.storage.googleapis.com/9a/d3/b4/d1458cf920fafd/JP2009134496A.pdf,3
13410,"Vehicle control device, and vehicle control method",CN106574670A,"WO, EP, US, CN, JP",,ìí?í»??ñ»ãÒ?Þä,https://patents.google.com/patent/CN106574670A/en,2017-04-19,https://patentimages.storage.googleapis.com/91/f2/ee/0319f816f41f44/CN106574670A.pdf,5
13411,"
  Motor vehicle device for preventing lane departur",DE102004019896A1,"US, JP, DE",,"Nissan Motor Co., Ltd., Yokohama",https://patents.google.com/patent/DE102004019896A1/en,2004-11-25,https://patentimages.storage.googleapis.com/09/93/14/52fde593e1a8ef/DE102004019896A1.pdf,5
13412,Vehicle shift control device,CN104254718A,"WO, EP, US, CN, JP",,ìí?í»??ñ»ãÒ?Þä,https://patents.google.com/patent/CN104254718A/en,2014-12-31,https://patentimages.storage.googleapis.com/92/e1/24/bf057f74bc2b53/CN104254718A.pdf,4
13413,Hybrid vehicle control device,CN104884323A,"WO, US, CN, JP",,ìí?í»??ñ»ãÒ?Þä,https://patents.google.com/patent/CN104884323A/en,2015-09-02,https://patentimages.storage.googleapis.com/56/1a/32/92298f5d91a0ed/CN104884323A.pdf,6
13414,Distance and object based external notification system for automated hailing service,US10796174B2,"WO, EP, US, CN",,"Nissan North America, Inc.",https://patents.google.com/patent/US10796174B2/en,2020-10-06,https://patentimages.storage.googleapis.com/bc/bd/72/caff811359a272/US10796174.pdf,22
13415,Method and system of assisting a driver of a vehicle,US10272946B2,"WO, US",,"Nissan North America, Inc.",https://patents.google.com/patent/US10272946B2/en,2019-04-30,https://patentimages.storage.googleapis.com/c4/82/0e/d93ff76bb2d6ad/US10272946.pdf,13
13416,Installing structure for rotary electric machinery of automotive vehicle,CN1509915A,"US, CN, JP",,ìí?í»??ñ»ãÒ?Þä,https://patents.google.com/patent/CN1509915A/en,2004-07-07,https://patentimages.storage.googleapis.com/89/6a/be/d8179227606b23/CN1509915A.pdf,13
13417,Autonomous Vehicles and a Mobility Manager as a Traffic Monit,US20210035442A1,US,,"Nissan North America, Inc.",https://patents.google.com/patent/US20210035442A1/en,2021-02-04,https://patentimages.storage.googleapis.com/eb/1b/08/5962a30973de0c/US20210035442A1.pdf,13
13418,Control device for transmission mechanism and control method for same,CN102713366B,"WO, EP, US, CN, JP, KR, BR, MX, RU",,Ê¥÷åÊ¦ñ»ãÒ?Þä,https://patents.google.com/patent/CN102713366B/en,2014-12-17,https://patentimages.storage.googleapis.com/24/94/b5/b23336d0420e9c/CN102713366B.pdf,3
13419,Travel support method and travel support device,JP2020026189A,JP,,Nissan Motor Co Ltd,https://patents.google.com/patent/JP2020026189A/en,2020-02-20,https://patentimages.storage.googleapis.com/4c/05/fa/342b2b8b7fa446/JP2020026189A.pdf,3
13420,Vehicle steering control method and vehicle steering control device,EP3725644A1,"WO, EP, US, CN, JP",,"Nissan Motor Co., Ltd",https://patents.google.com/patent/EP3725644A1/en,2020-10-21,https://patentimages.storage.googleapis.com/2e/c5/b6/d2f655a3a3eba1/EP3725644A1.pdf,3
13421,Machine controller for self-propelling type industrial machine and its machine control method,JP2004352466A,"EP, US, CN, JP, KR, CA, TW",,Nissan Motor Co Ltd,https://patents.google.com/patent/JP2004352466A/en,2004-12-16,https://patentimages.storage.googleapis.com/7d/07/18/13fbe1d9eec586/JP2004352466A.pdf,3
13422,Vehicle stepless transmission control device,CN106062430A,"WO, EP, US, CN, JP, KR",,Ê¥÷åÊ¦ñ»ãÒ?Þä,https://patents.google.com/patent/CN106062430A/en,2016-10-26,https://patentimages.storage.googleapis.com/57/c5/0f/548c5650f3e158/CN106062430A.pdf,9
13423,Target vehicle speed generation device and drive control device,EP3243685B1,"WO, EP, US, CN, JP, KR, BR, CA, MX, RU",,"Nissan Motor Co., Ltd",https://patents.google.com/patent/EP3243685B1/en,2021-04-07,https://patentimages.storage.googleapis.com/9c/40/dc/fd90d400ae0757/EP3243685B1.pdf,9
13424,Traveling assistance method of traveling assistance device and traveling assistance device,US11069242B2,"WO, EP, US, CN, JP, KR, BR, CA, MX, RU",,"Nissan Motor Co., Ltd.",https://patents.google.com/patent/US11069242B2/en,2021-07-20,https://patentimages.storage.googleapis.com/55/54/18/d2a90026bbf6d1/US11069242.pdf,15
13425,Automatic transmission control device and automatic transmission control method,CN104583629A,"WO, EP, US, CN, JP",,ìí?í»??ñ»ãÒ?Þä,https://patents.google.com/patent/CN104583629A/en,2015-04-29,https://patentimages.storage.googleapis.com/27/1e/27/fb51c9fdf9b6f3/CN104583629A.pdf,12
13426,Fuel cell system and fuel cell system control method,EP3396761B1,"WO, EP, US, CN, JP, BR, CA",,"Nissan Motor Co., Ltd.",https://patents.google.com/patent/EP3396761B1/en,2020-08-05,https://patentimages.storage.googleapis.com/72/92/b4/b9808ada997a82/EP3396761B1.pdf,12
13427,Continuously variable transmission and method for controlling same,CN104395646A,"WO, EP, US, CN, JP, KR",,Ê¥÷åÊ¦ñ»ãÒ?Þä,https://patents.google.com/patent/CN104395646A/en,2015-03-04,https://patentimages.storage.googleapis.com/f0/61/f3/7899fd991626a3/CN104395646A.pdf,8
13428,Driving Control Method and Driving Control Apparat,US20200298842A1,"WO, EP, US, CN, JP, RU",,"Nissan Motor Co., Ltd.",https://patents.google.com/patent/US20200298842A1/en,2020-09-24,https://patentimages.storage.googleapis.com/ff/1c/82/945b92e7c87de5/US20200298842A1.pdf,8
13429,Using Driving History to Match Drivers With Services,US20170344941A1,US,,"Nissan North America, Inc.",https://patents.google.com/patent/US20170344941A1/en,2017-11-30,https://patentimages.storage.googleapis.com/0d/c2/45/2dff17b0b776c2/US20170344941A1.pdf,8
13430,Vehicle steering control method and vehicle steering control device,US11066096B2,"WO, EP, US, CN, JP",,"Nissan Motor Co., Ltd.",https://patents.google.com/patent/US11066096B2/en,2021-07-20,https://patentimages.storage.googleapis.com/60/b8/2f/a6c3f21b93f643/US11066096.pdf,20
13431,Options for autonomous vehicle operation,RU2744640C1,"WO, EP, US, CN, JP, BR, CA, RU",,¬¥¬Ù¬Ö ¬À¬ß¬Ú¬Ó¬Ö¬â¬ã¬Ú¬ä¬Ú ¬°¬æ ¬®¬Ñ¬ã¬ã¬Ñ¬é¬å¬ã¬Ö¬ä¬ã,https://patents.google.com/patent/RU2744640C1/en,2021-03-12,https://patentimages.storage.googleapis.com/54/26/78/c15e61b83ef4ca/RU2744640C1.pdf,4
13432,Vehicle periphery information verification device and method,US10665103B2,"WO, EP, US, CN, JP, KR, BR, CA, MX, RU",,"Nissan Motor Co., Ltd.",https://patents.google.com/patent/US10665103B2/en,2020-05-26,https://patentimages.storage.googleapis.com/42/56/14/676583c1336a46/US10665103.pdf,15
13433,Device for calculating route of motion,RU2661963C1,"WO, EP, US, CN, JP, BR, MX, RU",,"¬¯¬Ú¬ã¬ã¬Ñ¬ß ¬®¬à¬ä¬à¬â ¬¬¬à., ¬­¬ä¬Õ.",https://patents.google.com/patent/RU2661963C1/en,2018-07-23,https://patentimages.storage.googleapis.com/96/54/09/98e7374e2e0369/RU2661963C1.pdf,6
13434,Device for calculating route of motion,RU2660425C1,"WO, EP, US, CN, JP, BR, MX, RU",,"¬¯¬Ú¬ã¬ã¬Ñ¬ß ¬®¬à¬ä¬à¬â ¬¬¬à., ¬­¬ä¬Õ.",https://patents.google.com/patent/RU2660425C1/en,2018-07-06,https://patentimages.storage.googleapis.com/76/84/67/f36d2e3186289e/RU2660425C1.pdf,7
13435,Map data storage method and device,EP3640597A1,"WO, EP, US, CN, JP, KR, BR, CA, MX, RU",,"Nissan Motor Co., Ltd.",https://patents.google.com/patent/EP3640597A1/en,2020-04-22,https://patentimages.storage.googleapis.com/b1/04/f0/13876fefa1fde3/EP3640597A1.pdf,7
13436,Vehicle control method and vehicle control device,EP3858694A1,"WO, EP, CN, JP",,"Nissan Motor Co., Ltd.",https://patents.google.com/patent/EP3858694A1/en,2021-08-04,https://patentimages.storage.googleapis.com/82/45/16/8b693ced8d27b8/EP3858694A1.pdf,7
13437,"Vehicle management system, vehicle management device, and vehicle management meth",US20210056483A1,"WO, US, CN, JP, BR",,"Nissan Motor Co., Ltd.",https://patents.google.com/patent/US20210056483A1/en,2021-02-25,https://patentimages.storage.googleapis.com/38/13/9c/2d31dbc695ca3d/US20210056483A1.pdf,7
13438,Parking control method and parking control devi,EP3524484B1,"WO, EP, US, CN, JP, KR, BR, CA, MX, RU",,"Nissan Motor Co., Ltd.",https://patents.google.com/patent/EP3524484B1/en,2021-07-14,https://patentimages.storage.googleapis.com/2b/f2/c2/764039ba79df97/EP3524484B1.pdf,7
13439,Steering wheel for autonomous motor vehicle,EP3526100B1,"WO, EP, US, CN, JP, FR",,"Nissan Motor Co., Ltd.",https://patents.google.com/patent/EP3526100B1/en,2021-09-01,https://patentimages.storage.googleapis.com/61/fb/c8/1ad3eca72f038f/EP3526100B1.pdf,7
13440,"
  ROBUST METHOD FOR DETECTING OBSTACLES, IN PARTICULAR FOR AUTONOMOUS VEHICLES
",FR3079034A1,"WO, EP, FR",,Nissan Motor Co. Limited,https://patents.google.com/patent/FR3079034A1/en,2019-09-20,https://patentimages.storage.googleapis.com/49/f5/b8/c308a1979b387b/FR3079034A1.pdf,4
13441,Parking support method and parking support apparatus,JP2018034540A,JP,,Nissan Motor Co Ltd,https://patents.google.com/patent/JP2018034540A/en,2018-03-08,https://patentimages.storage.googleapis.com/cc/64/39/8951e13fa2ed35/JP2018034540A.pdf,4
13442,Surrounding Situation Display Method and Surrounding Situation Display Devi,US20200353948A1,"WO, EP, US, CN, JP, KR, BR, CA, RU",,"Nissan Motor Co., Ltd.",https://patents.google.com/patent/US20200353948A1/en,2020-11-12,https://patentimages.storage.googleapis.com/4e/2f/60/8ea784f74c3f1c/US20200353948A1.pdf,4
13443,Driving behavior control method and driving behavior control device,JP2020192824A,JP,,Nissan Motor Co Ltd,https://patents.google.com/patent/JP2020192824A/en,2020-12-03,https://patentimages.storage.googleapis.com/11/5d/fb/dad19f827532f2/JP2020192824A.pdf,4
13444,Driving assistance method and driving assistance devi,CN113302105A,"WO, EP, US, CN",,ìí?í»??ñ»ãÒ?Þä,https://patents.google.com/patent/CN113302105A/en,2021-08-24,https://patentimages.storage.googleapis.com/c7/73/59/44c8193848f346/CN113302105A.pdf,4
13445,System for operating commercial vehicl,US20210209517A1,"WO, US, CN, JP",,"Nissan Motor Co., Ltd.",https://patents.google.com/patent/US20210209517A1/en,2021-07-08,https://patentimages.storage.googleapis.com/b2/75/97/33e445b4dc6bde/US20210209517A1.pdf,4
13446,Centralized shared autonomous vehicle operational management,US11110941B2,"WO, EP, US, CN, JP",,"Nissan North America, Inc.",https://patents.google.com/patent/US11110941B2/en,2021-09-07,https://patentimages.storage.googleapis.com/35/50/ea/d5eeb3f7ee5064/US11110941.pdf,147
13447,Driving Control Method and Driving Control Apparat,US20200298877A1,"WO, EP, US, CN, JP, RU",,"Nissan Motor Co., Ltd.",https://patents.google.com/patent/US20200298877A1/en,2020-09-24,https://patentimages.storage.googleapis.com/7d/c5/89/d85ec027034362/US20200298877A1.pdf,147
13448,Method for rotary indicator control and device for rotary indicator control,RU2746553C1,"WO, EP, US, CN, JP, KR, BR, CA, MX, RU",,"¬¯¬Ú¬ã¬ã¬Ñ¬ß ¬®¬à¬ä¬à¬â ¬¬¬à., ¬­¬ä¬Õ.",https://patents.google.com/patent/RU2746553C1/en,2021-04-15,https://patentimages.storage.googleapis.com/f3/d8/86/496f740e55d318/RU2746553C1.pdf,18
13449,Driving assistance method and driving assistance device,US10766492B2,"WO, EP, US, CN, JP, KR, BR, CA, MX, RU",,"Nissan Motor Co., Ltd.",https://patents.google.com/patent/US10766492B2/en,2020-09-08,https://patentimages.storage.googleapis.com/13/07/24/4df97aef0e103a/US10766492.pdf,27
